ItemCode,PartCode,OldItemCode,ItemName,Category,MaterialProcessSources,Unit,PurchaseUOM,ConversionFactor,InHouseStock,ExternalStock,MinStockQty,MinOrderQty,UnitPrice,LeadTimeDays,Location,QCTrigger,TestReportRequired,WeightKg,Specification
7290005100,J-10114,J-10114,O RING - 100 X 5 (O RING-100.97X5.33),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7000100500,,,FASTENER KIT BEARING HOUSING ASSY - 280,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7000101000,,,FASTENER KIT BEARING HOUSING ASSY - 420,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
4110003500,A-10026,A-10026,BEARING HOUSING - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110003600,A-10039,A-10039,SCREW DRIVE SHAFT - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110003700,A-10076,A-10076,DRIVE SHAFT OIL SEAL FLANGE - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4020101000,A-10035,A-10035,DRIVE SHAFT NUT - 280 (M70 X 3),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4020101100,A-10031,A-10031,DRIVE SHAFT CHECK NUT - 280 (M70 X 3),MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
7280095115,J-10451,J-10451,RADIAL OIL SEAL - 95 X 115 X 12,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7200100100,G-10005,G-10005,TAPER ROLLER BEARING-32014,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
7200100200,G-10006,G-10006,TAPER ROLLER BEARING-32216,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6110100300,D-10326,D-10326,TORQUE PISTON MOTOR TMDG 2-200 S18,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6110100400,,,TORQUE PISTON MOTOR TMDG 3-300 S18,BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
4110003800,A-10401,A-10401,BARREL Ø30 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110003900,A-10419,A-10419,SCREW Ø30 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004300,A-10437,A-10437,BARREL ADAPT Ø30 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004000,A-10455,A-10455,SCREW TIP - 30,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004100,A-10464,A-10464,SLIDER - 30,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004200,A-10472,A-10472,SLIDER SEAT - 30,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004400,A-10941,A-10941,NOZZLE TIP LONG - M30 X 2P X 115LG,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004500,A-10364,A-10364,BARREL NUT M70 X 3P - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004600,A-10370,A-10370,BARREL CHECKNUT M70 X 3P - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004700,A-10060,A-10060,SPLIT COLLAR - 30,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110004800,A-10044,A-10044,FEED SCREW COUPLING - 30,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005000,A-10790,A-10790,SCREW KEY - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
3131000100,A-10046,A-10046,HYD MOTOR PROX SENSOR MTG - 280,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
4110004900,A-10053,A-10053,BARREL LOCK PIN,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005100,A-10402,A-10402,BARREL Ø35 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005200,A-10420,A-10420,SCREW Ø35 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005600,A-10438,A-10438,BARREL ADAPT Ø35 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005300,A-10456,A-10456,SCREW TIP - 35,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005400,A-10465,A-10465,SLIDER - 35,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005500,A-10473,A-10473,SLIDER SEAT - 35,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005700,A-10403,A-10403,BARREL Ø40 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005800,A-10421,A-10421,SCREW Ø40 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006200,A-10439,A-10439,BARREL ADAPT Ø40 - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110005900,A-10457,A-10457,SCREW TIP - 40,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006000,A-10466,A-10466,SLIDER - 40,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006100,A-10474,A-10474,SLIDER SEAT - 40,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006300,A-10067,A-10067,SPLIT COLLAR - 35,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006400,A-10045,A-10045,FEED SCREW COUPLING - 35,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011200,A-10404,A-10404,BARREL Ø35 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011300,A-10422,A-10422,SCREW Ø35 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011400,A-10440,A-10440,BARREL ADAPT Ø35 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011500,A-10363,A-10363,BARREL NUT M80 X 3P - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011600,A-10369,A-10369,BARREL CHECKNUT M80 X 3P - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011700,A-10405,A-10405,BARREL Ø40 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011800,A-10423,A-10423,SCREW Ø40 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110011900,A-10441,A-10441,BARREL ADAPT Ø40 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012000,A-10406,A-10406,BARREL Φ45 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012100,A-10424,A-10424,SCREW Φ45 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012200,A-10442,A-10442,BARREL ADAPT Ø45 - 420,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012300,A-10458,A-10458,SCREW TIP - 45,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012400,A-10467,A-10467,SLIDER - 45,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012500,A-10475,A-10475,SLIDER SEAT - 45,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
2000300100,B-10001,B-10001,SCREW BARREL ASSY - 30-280,AS,In-house,NOS,NOS,1,2,0,1,1,120000,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000300200,B-10002,B-10002,SCREW BARREL ASSY - 35-280,AS,In-house,NOS,NOS,1,2,0,1,1,120000,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000301000,B-10004,B-10004,SCREW BARREL ASSY - 35-420,AS,In-house,NOS,NOS,1,2,0,1,1,120000,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
2000301200,B-10006,B-10006,SCREW BARREL ASSY - 45-420,AS,In-house,NOS,NOS,1,2,0,1,1,120000,7,Sub-Assembly Area,NONE,NO,1.0,Standard AS specification
4001014000,,,RAW ROUND BAR EN41B Ø100,RM,Bought-out,NOS,NOS,1,4,0,2,2,18000,7,Raw Materials Store,MANDATORY,YES,1.0,Standard RM specification
4001014100,,,RAW ROUND BAR EN41B Ø110,RM,Bought-out,NOS,NOS,1,4,0,2,2,18000,7,Raw Materials Store,MANDATORY,YES,1.0,Standard RM specification
4001014200,,,RAW ROUND BAR EN41B Ø70,RM,Bought-out,NOS,NOS,1,4,0,2,2,18000,7,Raw Materials Store,MANDATORY,YES,1.0,Standard RM specification
4001014300,,,RAW ROUND BAR EN41B Ø75,RM,Bought-out,NOS,NOS,1,4,0,2,2,18000,7,Raw Materials Store,MANDATORY,YES,1.0,Standard RM specification
